,Unnamed: 0,artist_id,artist,song,lyrics,year,clean_lyrics,unique_words,unique_length
0,1,1,21 Savage,Bank Account,"
Ooh, ooh, ooh, ow, ow, ow
Wow, wow, ow, ah, ow, ah, ah, ah


I buy a new car for the bitch (for real)
I tear down the mall with the bitch (for real)
You can't even talk to the bitch (no)
She fucking with bosses and shit (on God)
I pull up in 'Rari's and shit (skrrr)
With choppers and Harley's and shit (for real)
I be Gucci'd down (Gucci)
You wearing Lacoste and shit (bitch)
Yeah, Moncler, yuh, fur came off a bear, yuh (yeah)
Triple homicide, put me in a chair, yuh (in jail)
Triple cross the plug, we do not play fair, yuh (on God)
Got 'em tennis chains on and they real blingy (bling)
Draco make you do the chicken head like Chingy (Chingy)
Walk in Neiman Marcus and I spend a light fifty (fifty)
Please proceed with caution, shooters, they be right with me (21)
Bad bitch, cute face and some nice titties
$7500 on a Saint Laurent jacket (yeah)
Bitch, be careful when you dumpin' your ashes (bitch)
I ain't no sucker, I ain't cuffin' no action (nah)
The skreets raised me, I'm a whole bastard (wild)
I bought a 'Rari just so I can go faster (skrrr)
Niggas tryna copy me, they playin' catch up (21)
I might pull up in a Ghost, no Casper (21)
I been smoking gas and I got no asthma


I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)


Yeah, dawg, huh—yeah—, nah for real, dawg (21)
Straight up out the 6, now got a house in the Hills, dawg (21)
Wanna see a body, nigga? Get you killed, dawg (wet)
Wanna tweet about me, nigga? Get you killed, dawg (wet)
Killed dog, I'm a real dawg—21—, you a lil' dawg (21)
Bill dog, want a bil', dog, chasing mil's, dawg (yeah)
Dunk right in your bitch like O'Neal, dawg (wet)
Plus I shoot like, shoot like Reggie Mill', dawg (21)
Chopper sting you like a eel, dawg (fast)


I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)


Ruler clip—umm—, sent a ruler hit
Pull up on yo' bitch, she say that I got a ruler dick
Spray your block down, we not really with that ruh-rah shit
Glock cocked now, I don't really give no fuck 'bout who I hit
Yeah, yo' bitch, she get jiggy with me, keep that Siggy with me
Bitch, I'm Mad Max, you know I got Ziggy with me
Keep a mad mag in case a nigga wanna get busy with me
'Rari matte black and I got a Bentley with me


I got 1-2-3-4-5-6-7-8 M's in my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
In my bank account, yeah (on God)
I got 1-2-3-4-5-6-7-8 shooters ready to gun you down, yeah (fast)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)
Ready to gun you down, yeah (on God)


$7500 on a Saint Laurent jacket
Bitch, be careful where you dumpin' your ashes
I ain't no sucker, I ain't cuffin' no action
The streets raised me, I'm a whole bastard",2017, ooh  ooh  ooh  ow  ow  ow wow  wow  ow  ah  ow  ah  ah  ah   i buy a new car for the bitch  for real  i tear down the mall with the bitch  for real  you can t even talk to the bitch  no  she fucking with bosses and shit  on god  i pull up in  rari s and shit  skrrr  with choppers and harley s and shit  for real  i be gucci d down  gucci  you wearing lacoste and shit  bitch  yeah  moncler  yuh  fur came off a bear  yuh  yeah  triple homicide  put me in a chair  yuh  in jail  triple cross the plug  we do not play fair  yuh  on god  got  em tennis chains on and they real blingy  bling  draco make you do the chicken head like chingy  chingy  walk in neiman marcus and i spend a light fifty  fifty  please proceed with caution  shooters  they be right with me  21  bad bitch  cute face and some nice titties  7500 on a saint laurent jacket  yeah  bitch  be careful when you dumpin  your ashes  bitch  i ain t no sucker  i ain t cuffin  no action  nah  the skreets raised me  i m a whole bastard  wild  i bought a  rari just so i can go faster  skrrr  niggas tryna copy me  they playin  catch up  21  i might pull up in a ghost  no casper  21  i been smoking gas and i got no asthma   i got 1 2 3 4 5 6 7 8 m s in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  i got 1 2 3 4 5 6 7 8 shooters ready to gun you down  yeah  fast  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god    yeah  dawg  huh—yeah—  nah for real  dawg  21  straight up out the 6  now got a house in the hills  dawg  21  wanna see a body  nigga  get you killed  dawg  wet  wanna tweet about me  nigga  get you killed  dawg  wet  killed dog  i m a real dawg—21—  you a lil  dawg  21  bill dog  want a bil   dog  chasing mil s  dawg  yeah  dunk right in your bitch like o neal  dawg  wet  plus i shoot like  shoot like reggie mill   dawg  21  chopper sting you like a eel  dawg  fast    i got 1 2 3 4 5 6 7 8 m s in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  i got 1 2 3 4 5 6 7 8 shooters ready to gun you down  yeah  fast  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god    ruler clip—umm—  sent a ruler hit pull up on yo  bitch  she say that i got a ruler dick spray your block down  we not really with that ruh rah shit glock cocked now  i don t really give no fuck  bout who i hit yeah  yo  bitch  she get jiggy with me  keep that siggy with me bitch  i m mad max  you know i got ziggy with me keep a mad mag in case a nigga wanna get busy with me  rari matte black and i got a bentley with me   i got 1 2 3 4 5 6 7 8 m s in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  in my bank account  yeah  on god  i got 1 2 3 4 5 6 7 8 shooters ready to gun you down  yeah  fast  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god  ready to gun you down  yeah  on god     7500 on a saint laurent jacket bitch  be careful where you dumpin  your ashes i ain t no sucker  i ain t cuffin  no action the streets raised me  i m a whole bastard,"['chopper', 'pull', 'rari', 'skrrr', 'wet', 'lil', 'mil', 'streets', 'yuh', 'tryna', 'chains', 'dick', 'don', 'niggas', 'busy', 'wow', 'ghost', 'plug', 'max', 'chicken', 'jiggy', 'bastard', 'bought', 'fur', 'chasing', 'dawg', 'yeah', 'jacket', 'account', 'ruh', 'tweet', 'tear', 'hills', 'ain', 'clip—umm—', 'tennis', 'shoot', 'mad', 'sucker', 'fucking', 'wearing', 'ruler', 'harley', 'skreets', 'faster', 'nice', 'marcus', 'careful', 'wanna', 'blingy', 'asthma', 'dunk', 'playin', 'nigga', 'neal', 'fair', 'ashes', 'chingy', 'moncler', 'titties', 'shit', 'bitch', 'cocked', 'fifty', 'draco', 'smoking', 'triple', '7500', 'caution', 'matte', 'shooters', 'neiman', 'lacoste', 'spray', 'rah', 'chair', 'bout', 'laurent', 'casper', 'mall', 'real', 'ziggy', 'mag', 'ooh', 'gucci', 'spend', 'mill', 'glock', 'huh—yeah—', 'cuffin', 'bosses', 'cute', 'reggie', 'plus', 'dumpin', 'sting', 'proceed', 'saint', 'nah', 'siggy', 'eel', 'choppers', 'bling', 'bentley', 'jail', 'bil', 'dawg—21—', 'homicide', 'fuck']",109
1,2,2,5 Seconds of Summer,She Looks So Perfect,"
Hey-hey, hey-hey, hey-hey, hey
Hey-hey, hey-hey, hey-hey, hey


Simmer down, simmer down
They say we’re too young now to amount to anything else
But look around
We worked too damn hard for this just to give it up now
If you don’t swim, you’ll drown
But don’t move, honey


You look so perfect standing there
In my American Apparel underwear
And I know now that I’m so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I’m so down
Hey
Hey-hey, hey-hey, hey-hey, hey


Let’s get out, let’s get out
'Cause this deadbeat town’s only here just to keep us down
While I was out
I found myself alone just thinking
If I showed up with a plane ticket
And a shiny diamond ring with your name on it
Would you wanna run away too?
'Cause all I really want is you


You look so perfect standing there
In my American Apparel underwear
And I know now that I’m so down
I made a mixtape straight out of ‘94
I’ve got your ripped skinny jeans lying on the floor
And I know now that I’m so down
Hey
Hey-hey, hey-hey, hey-hey, hey


You look so perfect standing there
In my American Apparel underwear
And I know now that I'm so down
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I’m so down


Hey
Hey-hey, hey-hey, hey-hey, hey
You look so perfect standing there
In my American Apparel underwear
And I know now that I’m so down (Hey)
Your lipstick stain is a work of art
I got your name tattooed in an arrow heart
And I know now that I’m so down
Hey",2014, hey hey  hey hey  hey hey  hey hey hey  hey hey  hey hey  hey   simmer down  simmer down they say we’re too young now to amount to anything else but look around we worked too damn hard for this just to give it up now if you don’t swim  you’ll drown but don’t move  honey   you look so perfect standing there in my american apparel underwear and i know now that i’m so down your lipstick stain is a work of art i got your name tattooed in an arrow heart and i know now that i’m so down hey hey hey  hey hey  hey hey  hey   let’s get out  let’s get out  cause this deadbeat town’s only here just to keep us down while i was out i found myself alone just thinking if i showed up with a plane ticket and a shiny diamond ring with your name on it would you wanna run away too   cause all i really want is you   you look so perfect standing there in my american apparel underwear and i know now that i’m so down i made a mixtape straight out of ‘94 i’ve got your ripped skinny jeans lying on the floor and i know now that i’m so down hey hey hey  hey hey  hey hey  hey   you look so perfect standing there in my american apparel underwear and i know now that i m so down your lipstick stain is a work of art i got your name tattooed in an arrow heart and i know now that i’m so down   hey hey hey  hey hey  hey hey  hey you look so perfect standing there in my american apparel underwear and i know now that i’m so down  hey  your lipstick stain is a work of art i got your name tattooed in an arrow heart and i know now that i’m so down hey,"['ticket', 'tattooed', 'i’ve', 'myself', 'don’t', 'arrow', 'stain', 'standing', 'shiny', 'mixtape', 'skinny', 'diamond', 'i’m', 'perfect', 'showed', 'ripped', 'honey', 'town’s', 'we’re', 'drown', 'apparel', 'american', 'wanna', '‘94', 'lipstick', 'simmer', 'damn', 'thinking', 'hey', 'let’s', 'deadbeat', 'lying', 'you’ll', 'worked', 'underwear', 'jeans']",36
2,3,2,5 Seconds of Summer,Amnesia,"
I drove by all the places we used to hang out getting wasted
I thought about our last kiss, how it felt, the way you tasted
And even though your friends tell me you're doing fine
Are you somewhere feeling lonely even though he’s right beside you?
When he says those words that hurt you
Do you read the ones I wrote you?


Sometimes I start to wonder, was it just a lie?
If what we had was real, how could you be fine?
'Cause I'm not fine at all


I remember the day you told me you were leaving
I remember the make-up running down your face
And the dreams you left behind, you didn't need them
Like every single wish we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape
'Cause I'm not fine at all


The pictures that you sent me, they're still living in my phone
I admit I like to see them, I'll admit I feel alone
And all my friends keep asking why I'm not around
It hurts to know you’re happy and it hurts that you moved on
It’s hard to hear your name when I haven't seen you in so long


It’s like we never happened, was it just a lie?
If what we had was real, how could you be fine?
'Cause I'm not fine at all


I remember the day you told me you were leaving
I remember the make-up running down your face
And the dreams you left behind you didn't need them
Like every single wish, we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape


If today I woke up with you right beside me
Like all of this was just some twisted dream
I'd hold you closer than I ever did before
And you'd never slip away
And you'd never hear me say


I remember the day you told me you were leaving
I remember the make-up running down your face
And the dreams you left behind you didn't need them
Like every single wish, we ever made
I wish that I could wake up with amnesia
And forget about the stupid little things
Like the way it felt to fall asleep next to you
And the memories I never can escape


'Cause I'm not fine at all
No, I'm really not fine at all
Tell me this is just a dream
'Cause I'm really not fine at all",2014, i drove by all the places we used to hang out getting wasted i thought about our last kiss  how it felt  the way you tasted and even though your friends tell me you re doing fine are you somewhere feeling lonely even though he’s right beside you  when he says those words that hurt you do you read the ones i wrote you    sometimes i start to wonder  was it just a lie  if what we had was real  how could you be fine   cause i m not fine at all   i remember the day you told me you were leaving i remember the make up running down your face and the dreams you left behind  you didn t need them like every single wish we ever made i wish that i could wake up with amnesia and forget about the stupid little things like the way it felt to fall asleep next to you and the memories i never can escape  cause i m not fine at all   the pictures that you sent me  they re still living in my phone i admit i like to see them  i ll admit i feel alone and all my friends keep asking why i m not around it hurts to know you’re happy and it hurts that you moved on it’s hard to hear your name when i haven t seen you in so long   it’s like we never happened  was it just a lie  if what we had was real  how could you be fine   cause i m not fine at all   i remember the day you told me you were leaving i remember the make up running down your face and the dreams you left behind you didn t need them like every single wish  we ever made i wish that i could wake up with amnesia and forget about the stupid little things like the way it felt to fall asleep next to you and the memories i never can escape   if today i woke up with you right beside me like all of this was just some twisted dream i d hold you closer than i ever did before and you d never slip away and you d never hear me say   i remember the day you told me you were leaving i remember the make up running down your face and the dreams you left behind you didn t need them like every single wish  we ever made i wish that i could wake up with amnesia and forget about the stupid little things like the way it felt to fall asleep next to you and the memories i never can escape    cause i m not fine at all no  i m really not fine at all tell me this is just a dream  cause i m really not fine at all,"['wasted', 'words', 'closer', 'living', 'drove', 'things', 'dreams', 'hang', 'used', 'tasted', 'it’s', 'phone', 'twisted', 'doing', 'places', 'pictures', 'kiss', 'lonely', 'memories', 'admit', 'says', 'escape', 'running', 'forget', 'wake', 'hurt', 'asleep', 'somewhere', 'asking', 'getting', 'didn', 'he’s', 'haven', 'hurts', 'slip', 'moved', 'you’re', 'ones', 'real', 'single', 'dream', 'amnesia', 'leaving', 'stupid', 'woke']",45
3,4,2,5 Seconds of Summer,Youngblood,"
Remember the words you told me
""Love me 'til the day I die""
Surrender my everything
'Cause you made me believe you're mine
Yeah, you used to call me baby
Now you're calling me by name
Takes one to know one, yeah
You beat me at my own damn game


You push and you push and I'm pulling away
Pulling away from you
I give and I give and I give and you take
Give and you take


Youngblood
Say you want me, say you want me out of your life
And I'm just a dead man walking tonight
But you need it, yeah, you need it all of the time
Yeah, ooh, ooh, ooh
Youngblood
Say you want me, say you want me back in your life
So I’m just a dead man crawling tonight
'Cause I need it, yeah, I need it all of the time
Yeah, ooh, ooh, ooh


Lately our conversations
End like it's the last goodbye
Then one of us gets too drunk
And calls about a hundred times
So, who you been calling baby?
Nobody could take my place
When you’re looking at those strangers
Hope to God you see my face


Youngblood
Say you want me, say you want me out of your life
And I'm just a dead man walking tonight
But you need it, yeah, you need it all of the time
Yeah, ooh, ooh, ooh
Youngblood
Say you want me, say you want me back in your life
So I’m just a dead man crawling tonight
'Cause I need it, yeah, I need it all of the time
Yeah, ooh, ooh, ooh


You push and you push and I'm pulling away
Pulling away from you
I give and I give and I give and you take
Give and you take
You're running around and I'm running away
Running away from you, mmm, from you


Youngblood
Say you want me, say you want me out of your life
And I'm just a dead man walking tonight
But you need it, yeah, you need it all of the time
Yeah, ooh, ooh, ooh
Youngblood
Say you want me, say you want me back in your life
So I’m just a dead man crawling tonight
'Cause I need it, yeah, I need it all of the time
Yeah, ooh, ooh, ooh


You push and you push and I'm pulling away
Pulling away from you
I give and I give and I give and you take
Give and you take
Youngblood
Say you want me
Say you want me out of your life
And I'm just a dead man walking tonight",2018, remember the words you told me  love me  til the day i die  surrender my everything  cause you made me believe you re mine yeah  you used to call me baby now you re calling me by name takes one to know one  yeah you beat me at my own damn game   you push and you push and i m pulling away pulling away from you i give and i give and i give and you take give and you take   youngblood say you want me  say you want me out of your life and i m just a dead man walking tonight but you need it  yeah  you need it all of the time yeah  ooh  ooh  ooh youngblood say you want me  say you want me back in your life so i’m just a dead man crawling tonight  cause i need it  yeah  i need it all of the time yeah  ooh  ooh  ooh   lately our conversations end like it s the last goodbye then one of us gets too drunk and calls about a hundred times so  who you been calling baby  nobody could take my place when you’re looking at those strangers hope to god you see my face   youngblood say you want me  say you want me out of your life and i m just a dead man walking tonight but you need it  yeah  you need it all of the time yeah  ooh  ooh  ooh youngblood say you want me  say you want me back in your life so i’m just a dead man crawling tonight  cause i need it  yeah  i need it all of the time yeah  ooh  ooh  ooh   you push and you push and i m pulling away pulling away from you i give and i give and i give and you take give and you take you re running around and i m running away running away from you  mmm  from you   youngblood say you want me  say you want me out of your life and i m just a dead man walking tonight but you need it  yeah  you need it all of the time yeah  ooh  ooh  ooh youngblood say you want me  say you want me back in your life so i’m just a dead man crawling tonight  cause i need it  yeah  i need it all of the time yeah  ooh  ooh  ooh   you push and you push and i m pulling away pulling away from you i give and i give and i give and you take give and you take youngblood say you want me say you want me out of your life and i m just a dead man walking tonight,"['surrender', 'conversations', 'words', 'mmm', 'calls', 'used', 'crawling', 'strangers', 'i’m', 'times', 'tonight', 'push', 'til', 'lately', 'drunk', 'pulling', 'running', 'walking', 'nobody', 'calling', 'die', 'gets', 'damn', 'looking', 'yeah', 'goodbye', 'you’re', 'youngblood', 'takes', 'ooh']",30
4,5,3,"6ix9ine, Nicki Minaj & Murda Beatz",Fefe,"
It's fuckin' TR3YWAY!
King of New York, lookin' for the Queen
Uh, you got the right one, hmm
L-let these-l-let these b-b-bitches know, nigga
Queens, Brooklyn, brrr, ah!
Murda on the beat so it's not nice!


Pussy got that wet, wet, got that drip, drip
Got that super soaker, hit that
She a Fefe, her name Keke
She eat my dick like it's free, free
I don't even know like ""Why I did that?""
I don't even know like ""Why I hit that?""
All I know is that I just can't wife that
Talk to her nice so she won't fight back
Turn around and hit it from the back, back, back
Bend her down then I make it clap, clap, clap


I don't really want no friends
I don't really want no friends, no


Draco got that kick-back when I blow that, they all do track
They don't shoot back, one shot, close range, red dot
Head tight, yeah, I did that, yeah, I live that
Call a Uber with my shooter, with a Ruger, we gon' do ya
Niggas say they killin' people, but I really fuckin' do it


I don't really want no friends
I don't really want no friends, no


He-he tryna 69 like Tekashi, call him papi
Word to A$AP, keep me Rocky, I'm from New York, so I'm cocky
Say he fuckin' with my posse, copped me Khloé like Kardashi'
Keep this pussy in Versace, said I'm pretty like Tinashe
Put-put it all up in his face, did I catch a case?
Pussy game just caught a body, but I never leave a trace
Face is pretty, ass for days, I get chips, I ask for Lay's
I just sit back and when he done, I be like, ""Yo, how'd it taste?""
(Yo, how'd it taste?)


I don't really want no friends
I don't really want no friends, no


Ayo, Draco got that kick-back
When it kick-back, you can't get yo shit back
In fact this that bitch that
""I hate small talk, I don't fuck with chit-chat""
AC just stopped workin'
So they hit me, told me bring my wrist back
Come through rockin' fashions
That got all these bitches like ""Yo, what's that?""
(Like ""Yo, what's that?"")


I don't really want no friends
I don't really want no friends, no


Eeny, meeny, miny, moe
I catch a ho right by her toe
If she ain't fuckin' me and Nicki
Kick that ho right through the door (TR3YWAY)
I don't really want no friends, my old ho just bought this Benz
Nicki just hopped in this shit, now I won't see that bitch again
Eeny, meeny, miny, moe (no)
I catch a ho right by her toe (no)
If she ain't fuckin' me and Nicki
Kick that ho right through the door (no, TR3YWAY)


Mmm, Young Money, Young Money bunny
Colorful hair, don't care
I don't really want no friends
I don't really want no friends, no
I don't really want no friends
I don't really want no friends, no
Scum Gang!",2018, it s fuckin  tr3yway  king of new york  lookin  for the queen uh  you got the right one  hmm l let these l let these b b bitches know  nigga queens  brooklyn  brrr  ah  murda on the beat so it s not nice    pussy got that wet  wet  got that drip  drip got that super soaker  hit that she a fefe  her name keke she eat my dick like it s free  free i don t even know like  why i did that   i don t even know like  why i hit that   all i know is that i just can t wife that talk to her nice so she won t fight back turn around and hit it from the back  back  back bend her down then i make it clap  clap  clap   i don t really want no friends i don t really want no friends  no   draco got that kick back when i blow that  they all do track they don t shoot back  one shot  close range  red dot head tight  yeah  i did that  yeah  i live that call a uber with my shooter  with a ruger  we gon  do ya niggas say they killin  people  but i really fuckin  do it   i don t really want no friends i don t really want no friends  no   he he tryna 69 like tekashi  call him papi word to a ap  keep me rocky  i m from new york  so i m cocky say he fuckin  with my posse  copped me khloé like kardashi  keep this pussy in versace  said i m pretty like tinashe put put it all up in his face  did i catch a case  pussy game just caught a body  but i never leave a trace face is pretty  ass for days  i get chips  i ask for lay s i just sit back and when he done  i be like   yo  how d it taste    yo  how d it taste     i don t really want no friends i don t really want no friends  no   ayo  draco got that kick back when it kick back  you can t get yo shit back in fact this that bitch that  i hate small talk  i don t fuck with chit chat  ac just stopped workin  so they hit me  told me bring my wrist back come through rockin  fashions that got all these bitches like  yo  what s that    like  yo  what s that      i don t really want no friends i don t really want no friends  no   eeny  meeny  miny  moe i catch a ho right by her toe if she ain t fuckin  me and nicki kick that ho right through the door  tr3yway  i don t really want no friends  my old ho just bought this benz nicki just hopped in this shit  now i won t see that bitch again eeny  meeny  miny  moe  no  i catch a ho right by her toe  no  if she ain t fuckin  me and nicki kick that ho right through the door  no  tr3yway    mmm  young money  young money bunny colorful hair  don t care i don t really want no friends i don t really want no friends  no i don t really want no friends i don t really want no friends  no scum gang ,"['soaker', 'wet', 'tryna', 'dick', 'don', 'ayo', 'niggas', 'miny', 'ass', 'shooter', 'chat', 'hopped', 'kick', 'bought', 'yeah', 'cocky', 'toe', 'khloé', 'bitches', 'brooklyn', 'brrr', 'ain', 'copped', 'drip', 'mmm', 'shoot', 'versace', 'taste', 'gang', 'tr3yway', 'fuckin', 'range', 'killin', 'pussy', 'nice', 'fashions', 'scum', 'wrist', 'tekashi', 'meeny', 'nigga', 'won', 'bend', 'posse', 'york', 'queen', 'shit', 'tinashe', 'shot', 'bitch', 'super', 'rocky', 'draco', 'queens', 'tight', 'kardashi', 'moe', 'clap', 'chips', 'ruger', 'workin', 'hmm', 'papi', 'colorful', 'days', 'hate', 'stopped', 'murda', 'gon', 'bunny', 'trace', 'dot', 'rockin', 'lookin', 'nicki', 'uber', 'eeny', 'keke', 'fefe', 'chit', 'fuck', 'benz']",82
5,6,4,A Great Big World & Christina Aguilera,Say Something,"
Say something, I'm giving up on you
I'll be the one, if you want me to
Anywhere, I would've followed you
Say something, I'm giving up on you


And I... am feeling so small
It was over my head
I know nothing at all


And I will stumble and fall
I'm still learning to love
Just starting to crawl


Say something, I'm giving up on you
I'm sorry that I couldn't get to you
Anywhere, I would've followed you
Say something, I'm giving up on you


And I will swallow my pride
You're the one that I love
And I'm saying goodbye


Say something, I'm giving up on you
And I'm sorry that I couldn't get to you
And anywhere, I would've followed you, oh-oh
Say something, I'm giving up on you


Say something, I'm giving up on you
Say something...",2014, say something  i m giving up on you i ll be the one  if you want me to anywhere  i would ve followed you say something  i m giving up on you   and i    am feeling so small it was over my head i know nothing at all   and i will stumble and fall i m still learning to love just starting to crawl   say something  i m giving up on you i m sorry that i couldn t get to you anywhere  i would ve followed you say something  i m giving up on you   and i will swallow my pride you re the one that i love and i m saying goodbye   say something  i m giving up on you and i m sorry that i couldn t get to you and anywhere  i would ve followed you  oh oh say something  i m giving up on you   say something  i m giving up on you say something   ,"['swallow', 'couldn', 'giving', 'followed', 'stumble', 'goodbye', 'anywhere', 'sorry', 'pride', 'starting', 'saying', 'crawl', 'learning']",13
6,7,5,Adam Lambert,Ghost Town,"
Died last night in my dreams
Walking the streets
Of some old ghost town
I tried to believe
In God and James Dean
But Hollywood sold out
Saw all of the saints
Lock up the gates
I could not enter
Walked into the flames
Called out your name
But there was no answer


And now I know my heart is a ghost town
My heart is a ghost town
My heart is a ghost town
My heart is a ghost town


Died last night in my dreams
All the machines
Had been disconnected
Time was thrown at the wind
And all of my friends
Had been disaffected
Now, I'm searching for trust
In a city of rust
A city of vampires
Tonight, Elvis is dead
And everyone's spread
And love is a satire


And now I know my heart is a ghost town
My heart is a ghost town
Ooh, my heart is a ghost town
My heart is a ghost town


There's no one left in the world
I'm gunslingin'
Don't give a fuck if I go
Down, down, down
I got a voice in my head that keeps singing
Oh, my heart is a ghost town


Ooh, my heart is a ghost town
Oh, my heart is a ghost town
(Said, my heart)
My heart is a ghost town
My heart is a ghost town",2015, died last night in my dreams walking the streets of some old ghost town i tried to believe in god and james dean but hollywood sold out saw all of the saints lock up the gates i could not enter walked into the flames called out your name but there was no answer   and now i know my heart is a ghost town my heart is a ghost town my heart is a ghost town my heart is a ghost town   died last night in my dreams all the machines had been disconnected time was thrown at the wind and all of my friends had been disaffected now  i m searching for trust in a city of rust a city of vampires tonight  elvis is dead and everyone s spread and love is a satire   and now i know my heart is a ghost town my heart is a ghost town ooh  my heart is a ghost town my heart is a ghost town   there s no one left in the world i m gunslingin  don t give a fuck if i go down  down  down i got a voice in my head that keeps singing oh  my heart is a ghost town   ooh  my heart is a ghost town oh  my heart is a ghost town  said  my heart  my heart is a ghost town my heart is a ghost town,"['saints', 'gunslingin', 'sold', 'gates', 'walked', 'elvis', 'james', 'machines', 'dreams', 'streets', 'dean', 'called', 'don', 'tonight', 'satire', 'keeps', 'lock', 'ghost', 'thrown', 'tried', 'enter', 'singing', 'walking', 'hollywood', 'disaffected', 'flames', 'rust', 'vampires', 'searching', 'trust', 'disconnected', 'ooh', 'fuck']",33
