,artist_id,artist,song,year,clean_lyrics,clean_unique_words,clean_unique_words_count
186,124,G-Eazy & Halsey,Him & I,2018, cross my heart  hope to die to my lover  i d never lie he said  be true   i swear i ll try in the end  it s him and i he s out his head  i m out my mind we got that love  the crazy kind i am his  and he is mine in the end  it s him and i  him and i   my  65 speeding up the pch  a hell of a ride they don t wanna see us make it  they just wanna divide 2017 bonnie and clyde wouldn t see the point of living on if one of us died  yeah got that kind of style everybody try to rip off ysl dress under when she takes the mink off silk on her body  pull it down and watch it slip off ever catch me cheating  she would try to cut my  ha ha ha  crazy  but i love her  i could never run from her hit it  no rubber never would let no one touch her swear we drive each other  man  she be so stubborn but  what the fuck is love with no pain  no suffer  intense  this shit  it gets dense she knows when i m out of it like she could just sense if i had a million dollars or was down to ten cents she d be down for whatever  never gotta convince  you know     cross my heart  hope to die  uh  to my lover  i d never lie  i love you baby  he said  be true   i swear i ll try in the end  it s him and i he s out his head  i m out my mind we got that love  the crazy kind i am his  and he is mine in the end  it s him and i   him and i woah oh oh oh oh woah oh oh oh oh in the end  it s him and i him and i woah oh oh oh oh woah oh oh oh oh in the end  it s him and i   we turn up  mobbin   til the end of time only one who gets me  i m a crazy fuckin  gemini remember this for when i die everybody dressed in all black  suits and a tie my funeral will be lit if i  ever go down or get caught  or they identify my bitch was the most solid  nothing to solidify she would never cheat  you d never see her with a different guy ever tell you different  then it s a lie see  that s my down bitch  see that s my soldier she keeps that thang thang if anyone goes there calm and collected  she keeps her composure and she gon  ride for me until this thing over we do drugs together  together   fuck up clubs together  together  and we d both go crazy  crazy  if we was to sever you know  we keep mobbin   it s just me and my bitch fuck the world  we just gon  keep getting rich  you know    cross my heart  hope to die to my lover  i d never lie he said  be true   i swear i ll try in the end  it s him and i he s out his head  i m out my mind we got that love  the crazy kind i am his  and he is mine in the end  it s him and i   him and i woah oh oh oh oh woah oh oh oh oh in the end  it s him and i him and i woah oh oh oh oh woah oh oh oh oh in the end  it s him and i   cross my heart  hope to die to you  i ve never lied for you  i d take a life it s him and i  and i swear  ayy   til the end i ma ride wit  you mob and get money  get high wit  you  yeah  ayy  cross my heart  hope to die this is our ride or die you can confide in me there s not no hiding  i swear stay solid  never lie to you swear  most likely i ma die wit  you  yeah   cross my heart  hope to die to my lover  i d never lie he said “be true ” i swear i ll try in the end  it s him and i he s out his head  i m out my mind we got that love  the crazy kind i am his  and he is mine in the end  it s him and i   him and i woah oh oh oh oh woah oh oh oh oh in the end  it s him and i him and i woah oh oh oh oh woah oh oh oh oh in the end  it s him and i,"['pull', 'living', 'rubber', 'gotta', 'confide', 'mob', 'don', 'suffer', 'dressed', 'lit', 'gets', 'dense', 'yeah', 'solid', 'suits', 'hell', 'sever', 'everybody', 'likely', 'identify', 'hiding', 'style', 'fuck', 'wanna', 'getting', 'lover', 'knows', 'rip', 'mink', 'collected', 'silk', 'takes', 'shit', 'bitch', 'bonnie', 'solidify', 'goes', 'swear', 'speeding', 'crazy', 'wit', 'clubs', 'cheat', 'drugs', 'intense', 'lied', 'die', 'whatever', 'stubborn', 'divide', 'cut', 'pain', 'composure', 'soldier', 'convince', 'funeral', 'cheating', 'keeps', '“be', '2017', 'slip', 'anyone', 'tie', 'calm', 'guy']",65
187,125,Galantis,No Money,2016, sorry  i ain t got no money i m not trying to be funny but i left it all at home today you can call me what you wanna i ain t giving you a dollar this time i ain t gonna run away you might knock me down you might knock me down but i will get back up again you can call it how you wanna i ain t giving you a dollar this time i ain t gonna run away  run away  run away    this time  this time  this time this time i ain t gonna run  run  run  run not this time not this time not this time  not this time   run  run  run    sorry  i ain t got no money i m not trying to be funny but i left it all at home today you can call me what you wanna i ain t giving you a dollar this time i ain t gonna run away you might knock me down  you might knock me down but i will get back up again you can call it how you wanna i ain t giving you a dollar this time i ain t gonna run away  run away  run away    this time  this time  this time this time i ain t gonna run  run  run  run not this time  run  run  run   run  run  run  not this time  run  run  run  this time i ain t gonna run  run  run  run not this time not this time not this time not this time not this time,"['wanna', 'gonna', 'giving', 'funny', 'knock', 'trying', 'dollar', 'sorry']",8
188,126,George Ezra,Budapest,2014, my house in budapest  my my hidden treasure chest golden grand piano my beautiful castillo   you  ooh  you  ooh i d leave it all   my acres of a land i have achieved it may be hard for you to stop and believe   but for you  ooh  you  ooh i d leave it all oh  for you  ooh  you  ooh i d leave it all   give me one good reason why i should never make a change and baby  if you hold me then all of this will go away   my many artifacts the list goes on if you just say the words  i ll i ll up and run   oh  to you  ooh  you  ooh i d leave it all oh  for you  ooh  ooh i d leave it all   give me one good reason why i should never make a change and baby  if you hold me then all of this will go away give me one good reason why i should never make a change and baby  if you hold me then all of this will go away   a ooh a ooh   my friends and family they  don t understand they fear they ll lose so much if you take my hand   but for you  ooh  you  ooh i d lose it all oh  for you  ooh  you  ooh i d lose it all   give me one good reason why i should never make a change and baby  if you hold me then all of this will go away give me one good reason why i should never make a change and baby  if you hold me then all of this will go away   my house in budapest  my my hidden treasure chest golden grand piano my beautiful castillo   you  ooh  you  ooh i d leave it all oh  for you  ooh  you  ooh i d leave it all,"['golden', 'grand', 'achieved', 'words', 'don', 'acres', 'piano', 'goes', 'treasure', 'artifacts', 'lose', 'chest', 'ooh', 'hidden']",14
189,126,George Ezra,Budapest,2015, my house in budapest  my my hidden treasure chest golden grand piano my beautiful castillo   you  ooh  you  ooh i d leave it all   my acres of a land i have achieved it may be hard for you to stop and believe   but for you  ooh  you  ooh i d leave it all oh  for you  ooh  you  ooh i d leave it all   give me one good reason why i should never make a change and baby  if you hold me then all of this will go away   my many artifacts the list goes on if you just say the words  i ll i ll up and run   oh  to you  ooh  you  ooh i d leave it all oh  for you  ooh  ooh i d leave it all   give me one good reason why i should never make a change and baby  if you hold me then all of this will go away give me one good reason why i should never make a change and baby  if you hold me then all of this will go away   a ooh a ooh   my friends and family they  don t understand they fear they ll lose so much if you take my hand   but for you  ooh  you  ooh i d lose it all oh  for you  ooh  you  ooh i d lose it all   give me one good reason why i should never make a change and baby  if you hold me then all of this will go away give me one good reason why i should never make a change and baby  if you hold me then all of this will go away   my house in budapest  my my hidden treasure chest golden grand piano my beautiful castillo   you  ooh  you  ooh i d leave it all oh  for you  ooh  you  ooh i d leave it all,"['golden', 'grand', 'achieved', 'words', 'don', 'acres', 'piano', 'goes', 'treasure', 'artifacts', 'lose', 'chest', 'ooh', 'hidden']",14
190,126,George Ezra,Shotgun,2018, home grown alligator  see you later gotta hit the road  gotta hit the road something changed in the atmosphere architecture unfamiliar i could get used to this   time flies by in the yellow and green stick around and you ll see what i mean there s a mountaintop that i m dreamin  of if you need me you know where i ll be   i ll be ridin  shotgun underneath the hot sun feelin  like a someone i ll be ridin  shotgun underneath the hot sun feelin  like a someone   south of the equator  navigator gotta hit the road  gotta hit the road and deep sea divin   round the clock  bikini bottoms  lager tops i could get used to this   time flies by in the yellow and green stick around and you ll see what i mean there s a mountaintop that i m dreamin  of if you need me you know where i ll be   i ll be ridin  shotgun underneath the hot sun feelin  like a someone i ll be ridin  shotgun underneath the hot sun feelin  like a someone   we got two in the front two in the back sailin  along and we don t look back  back  back  back back back back       time flies by in the yellow and green stick around and you ll see what i mean there s a mountaintop that i m dreamin  of if you need me you know where i ll be   i ll be ridin  shotgun underneath the hot sun feelin  like a someone i ll be ridin  shotgun underneath the hot sun feelin  like a someone i ll be ridin  shotgun underneath the hot sun feelin  like a someone i ll be ridin  shotgun underneath the hot sun feelin  like a someone i ll be ridin  shotgun underneath the hot sun feelin  like a someone i ll be ridin  shotgun underneath the hot sun feelin  like a someone  a someone  a someone  a someone   ,"['underneath', 'used', 'tops', 'gotta', 'equator', 'don', 'atmosphere', 'bottoms', 'bikini', 'navigator', 'clock', 'alligator', 'unfamiliar', 'changed', 'flies', 'mountaintop', 'architecture', 'grown', 'shotgun', 'lager']",20
191,127,Gnash & Olivia O'Brien,I Hate U I Love U,2016, feeling used  but i m still missing you and i can t see the end of this just wanna feel your kiss against my lips and now all this time is passing by but i still can t seem to tell you why it hurts me every time i see you realize how much i need you   i hate you  i love you i hate that i love you don t want to  but i can t put nobody else above you i hate you  i love you i hate that i want you you want her  you need her and i ll never be her   i miss you when i can t sleep or right after coffee or right when i can t eat i miss you in my front seat still got sand in my sweaters from nights we don t remember do you miss me like i miss you  fucked around and got attached to you friends can break your heart  too and i m always tired  but never of you if i pulled a you on you  you wouldn t like that shit i put this reel out  but you wouldn t bite that shit i type a text  but then i never mind that shit i got these feelings  but you never mind that shit oh oh  keep it on the low you re still in love with me  but your friends don t know if you wanted me  you would just say so and if i were you  i would never let me go   i hate you  i love you i hate that i love you don t want to  but i can t put nobody else above you i hate you  i love you i hate that i want you you want her  you need her and i ll never be her   i don t mean no harm  i just miss you on my arm wedding bells were just alarms caution tape around my heart you ever wonder what we could have been  you said you wouldn t and you fucking did lie to me  lie with me  get your fucking fix now all my drinks and all my feelings are all fucking mixed always missing people that i shouldn t be missing sometimes you gotta burn some bridges just to create some distance i know that i control my thoughts and i should stop reminiscing but i learned from my dad that it s good to have feelings when love and trust are gone i guess this is moving on everyone i do right does me wrong so every lonely night  i sing this song   i hate you  i love you i hate that i love you don t want to  but i can t put nobody else above you i hate you  i love you i hate that i want you you want her  you need her and i ll never be her   all alone  i watch you watch her like she s the only girl you ve ever seen you don t care  you never did you don t give a damn about me yeah  all alone  i watch you watch her she is the only thing you ve ever seen how is it you never notice that you are slowly killing me    i hate you  i love you i hate that i love you don t want to  but i can t put nobody else above you i hate you  i love you i hate that i want you you want her  you need her and i ll never be her,"['dad', 'reminiscing', 'realize', 'fix', 'drinks', 'trust', 'lips', 'killing', 'learned', 'attached', 'fucking', 'used', 'caution', 'seat', 'wanted', 'gotta', 'feelings', 'don', 'thoughts', 'kiss', 'lonely', 'burn', 'missing', 'wedding', 'tired', 'bridges', 'wanna', 'nobody', 'reel', 'harm', 'arm', 'bells', 'bite', 'mixed', 'moving', 'damn', 'fucked', 'passing', 'coffee', 'hurts', 'tape', 'yeah', 'alarms', 'text', 'nights', 'hate', 'shit', 'sweaters']",48
192,128,Hailee Steinfeld & Grey,Starving,2016, you know just what to say  things that scare me i should just walk away  but i can t move my feet the more that i know you  the more that i want to something inside me s changed i was so much younger yesterday   i didn t know that i was starving till i tasted you don t need no butterflies when you give me the whole damn zoo by the way  right away  you do things to my body i didn t know that i was starving till i tasted you   by the way  right away  you do things to my body i didn t know that i was starving till i tasted you   you know just how to make my heart beat faster emotional earthquake  bring on disaster you hit me head on  got me weak in my knees yeah  something inside me s changed i was so much younger yesterday so much younger yesterday   i didn t know that i was starving till i tasted you don t need no butterflies when you give me the whole damn zoo by the way  right away  you do things to my body i didn t know that i was starving till i tasted you   by the way  right away  you do things to my body i didn t know that i was starving till i tasted you you you  yeah till i tasted you by the way  right away  you do things to my body i didn t know that i was starving till i tasted you i didn t know till i tasted you   the more that i know you  the more that i want to something inside me s changed i was so much younger yesterday,"['yesterday', 'things', 'butterflies', 'disaster', 'tasted', 'till', 'scare', 'don', 'younger', 'weak', 'faster', 'zoo', 'damn', 'changed', 'earthquake', 'yeah', 'starving', 'knees', 'emotional']",19
193,129,Halsey,Now Or Never,2017, i don t wanna fight right now know you always right  now know i need you  round with me but nobody waitin   round with me been through the ups yeah the ups and the downs with me got a whole lot of love but you don t wanna spread it  round with me  yeah   never pick up  never call me you know we re runnin  out of time never pick up when you want me now i gotta draw a line baby i done done enough talking need to know that you re mine baby we done done enough talking gotta be right now  right now   baby gon  love me now  now  now  now  now  now now or never  hey  hey  hey i want you to hold me down  down  down  down  down  down down forever  hey  hey  hey said you know i wanna keep you around  round forever  hey  hey  hey i want you to love me now  now  now  now  now  now now or never   i m turnin  off the light right now i m callin  it a night now wishin  you were  round with me but you re in a different town than me we ve been through it all but you could never spit it out for me tryna talk to a wall but you could never tear it down for me  yeah   never pick up  never call me you know we re runnin  out of time never pick up when you want me now i gotta draw a line baby i done done enough talking need to know that you re mine baby we done done enough talking gotta be right now  right now   baby gon  love me now  now  now  now  now  now now or never  hey  hey  hey i want you to hold me down  down  down  down  down  down down forever  hey  hey  hey said you know i wanna keep you around  round forever  hey  hey  hey i want you to love me now  now  now  now  now  now now or never   yeah  draw the line up don t take no more time up  yeah make your mind up i need you to make your mind up  yeah draw the line up don t take no more time up  yeah baby you gotta decide something let me know   baby gon  love me now  now  now  now  now  now now or never  hey  hey  hey i want you to hold me down  down  down  down  down  down down forever  hey  hey  hey said you know i wanna keep you around  round forever  hey  hey  hey i want you to love me now  now  now  now  now  now now or never,"['spit', 'pick', 'decide', 'gotta', 'forever', 'don', 'wanna', 'nobody', 'yeah', 'downs', 'hey', 'tear', 'ups', 'talking']",14
194,129,Halsey,Without Me,2018, found you when your heart was broke i filled your cup until it overflowed took it so far to keep you close  keep you close  i was afraid to leave you on your own   i said i d catch you if you fall  fall  and if they laugh  then fuck  em all  all  and then i got you off your knees put you right back on your feet just so you could take advantage of me   tell me  how s it feel sittin  up there  feelin  so high  but too far away to hold me you know i m the one who put you up there name in the sky  does it ever get lonely  thinking you could live without me thinking you could live without me baby  i m the one who put you up there i don t know why  yeah  i don t know why  thinking you could live without me live without me baby  i m the one who put you up there i don t know why  i don t know why  yeah  yeah    gave love  bout a hundred tries  hundred tries  just running from the demons in your mind then i took yours and made  em mine  mine  i didn t notice  cause my love was blind   said i d catch you if you fall  fall  and if they laugh  then fuck  em all  all  and then i got you off your knees put you right back on your feet just so you could take advantage of me   tell me  how s it feel sittin  up there  feelin  so high but too far away to hold me you know i m the one who put you up there name in the sky  does it ever get lonely  thinking you could live without me thinking you could live without me baby  i m the one who put you up there i don t know why  yeah  i don t know why  thinking you could live without me live without me baby  i m the one who put you up there i don t know why  yeah   you don t have to say just what you did  what you did  i already know  i know  i had to go and find out from them  oh woah  so tell me  how s it feel   oh woah    tell me  how s it feel sittin  up there  feelin  so high  but too far away to hold me you know i m the one who put you up there name in the sky  does it ever get lonely  thinking you could live without me thinking you could live without me baby  i m the one who put you up there i don t know why  yeah  i don t know why ,"['overflowed', 'demons', 'yours', 'don', 'lonely', 'running', 'cup', 'broke', 'laugh', 'bout', 'thinking', 'yeah', 'tries', 'knees', 'advantage', 'blind', 'fuck']",17
195,129,Halsey,Bad At Love,2018, got a boy back home in michigan and he tastes like jack when i m kissing him so i told him that i never really liked his friends now he s gone and he s calling me a bitch again there s a guy that lives in the garden state and he told me that we d make it  til we graduate so i told him that the music would be worth the wait but he wants me in the kitchen with a dinner plate   i believe  i believe  i believe  i believe that we re meant to be but jealousy  jealousy  jealousy  jealousy get the best of me look  i don t mean to frustrate  but i always make the same mistakes  yeah always make the same mistakes  cause   i m bad at love  ooh ooh  but you can t blame me for tryin  you know i d be lyin  sayin  you were the one  ooh ooh  that could finally fix me lookin  at my history i m bad at love   got a girl with california eyes and i thought that she could really be the one this time but i never got the chance to make her mine because she fell in love with little thin white lines london girl with an attitude we never told no one  but we look so cute both got way better things to do but i always think about it when i m riding through   i believe  i believe  i believe  i believe that i m in too deep and jealousy  jealousy  jealousy  jealousy get the best in me look  i don t mean to frustrate  but i always make the same mistakes  yeah always make the same mistakes  cause   i m bad at love  ooh ooh  but you can t blame me for tryin  you know i d be lyin  sayin  you were the one  ooh ooh  that could finally fix me lookin  at my history i m bad at love   oh  you know  you know  you know  you know i m bad at love  ooh ooh  i m bad at love  ooh ooh    i know that you re afraid i m gonna walk away each time the feeling fades each time the feeling fades i know that you re afraid i m gonna walk away each time the feeling fades   you know i m bad at love  ooh ooh  but you can t blame me for tryin  you know i d be lyin  sayin  you were the one  ooh ooh  that could finally fix me lookin  at my history i m bad at love  ooh ooh    oh  you know  you know  you know  you know i m bad at love  ooh ooh  oh  oh,"['worth', 'fix', 'lines', 'attitude', 'kitchen', 'frustrate', 'jealousy', 'fades', 'things', 'riding', 'meant', 'wants', 'jack', 'eyes', 'cute', 'don', 'plate', 'graduate', 'blame', 'lives', 'gonna', 'calling', 'tastes', 'liked', 'kissing', 'yeah', 'dinner', 'mistakes', 'ooh', 'guy', 'bitch']",31
196,130,Harry Styles,Sign Of The Times,2017, just stop your crying  it s a sign of the times welcome to the final show hope you re wearing your best clothes you can t bribe the door on your way to the sky you look pretty good down here but you ain t really good   we never learn  we been here before why are we always stuck and running from the bullets  the bullets  we never learn  we been here before why are we always stuck and running from the bullets  the bullets    just stop your crying  it s a sign of the times we gotta get away from here we gotta get away from here just stop your crying  it ll be alright they told me that the end is near we gotta get away from here   just stop your crying  have the time of your life breaking through the atmosphere and things are pretty good from here remember everything will be alright we can meet again somewhere somewhere far away from here   we never learn  we been here before why are we always stuck and running from the bullets  the bullets  we never learn  we been here before why are we always stuck and running from the bullets  the bullets    just stop your crying  it s a sign of the times we gotta get away from here we gotta get away from here stop your crying  baby  it ll be alright they told me that the end is near we gotta get away from here   we never learn  we been here before why are we always stuck and running from the bullets  the bullets  we never learn  we been here before why are we always stuck and running from the bullets  the bullets    we don t talk enough  we should open up before it s all too much will we ever learn  we ve been here before it s just what we know   stop your crying  baby  it s a sign of the times we gotta get away  we got to get away we got to get away  we got to get away we got to get away we got to  we got to  away we got to  we got to  away we got to  we got to  away,"['welcome', 'running', 'bullets', 'wearing', 'times', 'gotta', 'don', 'crying', 'clothes', 'bribe', 'somewhere', 'alright', 'atmosphere', 'things', 'stuck', 'final', 'breaking']",17
197,131,Helene Fischer,Atemlos durch die Nacht,2014, wir ziehen durch die straßen und die clubs dieser stadt das ist unsre nacht  wie für uns beide gemacht oh oh  oh oh ich schließe meine augen  lösche jedes tabu küsse auf der haut  so wie ein liebestattoo oh oh  oh oh   was das zwischen uns auch ist bilder  die man nie vergisst und dein blick hat mir gezeigt  das ist unsre zeit   atemlos durch die nacht bis ein neuer tag erwacht atemlos  einfach raus deine augen zieh n mich aus atemlos durch die nacht spür  was liebe mit uns macht atemlos  schwindelfrei großes kino für uns zwei wir sind heute ewig  tausend glücksgefühle alles was ich bin  teil  ich mit dir wir sind unzertrennlich  irgendwie unsterblich komm  nimm meine hand und geh mit mir    komm  wir steigen auf das höchste dach dieser welt halten einfach fest was uns zusammenhält oh oh  oh oh bist du richtig süchtig  haut an haut  ganz berauscht fall in meine arme und der fallschirm geht auf oh oh  oh oh   alles  was ich will ist da große freiheit pur  ganz nah nein  wir wollen hier nicht weg alles ist perfekt   atemlos durch die nacht spür  was liebe mit uns macht atemlos  schwindelfrei großes kino für uns zwei wir sind heute ewig  tausend glücksgefühle alles was ich bin  teil  ich mit dir wir sind unzertrennlich  irgendwie unsterblich komm  nimm meine hand und geh mit mir   atemlos       lust pulsiert auf meiner haut   atemlos durch die nacht spür  was liebe mit uns macht atemlos  schwindelfrei großes kino für uns zwei wir sind heute ewig  tausend glücksgefühle alles was ich bin  teil  ich mit dir wir sind unzertrennlich  irgendwie unsterblich komm  nimm meine hand und geh mit mir   atemlos    ,"['tag', 'bis', 'welt', 'bin', 'clubs', 'fest', 'lust', 'die']",8
198,132,Hozier,Take Me To Church,2014,     my lover s got humor she s the giggle at a funeral knows everybody s disapproval i should ve worshiped her sooner if the heavens ever did speak she s the last true mouthpiece every sunday s getting more bleak a fresh poison each week  we were born sick  you heard them say it my church offers no absolutes she tells me  worship in the bedroom  the only heaven i ll be sent to is when i m alone with you i was born sick  but i love it command me to be well   amen  amen  amen   take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins and you can sharpen your knife offer me that deathless death good god  let me give you my life take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins and you can sharpen your knife offer me that deathless death good god  let me give you my life   if i m a pagan of the good times my lover s the sunlight to keep the goddess on my side she demands a sacrifice drain the whole sea get something shiny something meaty for the main course that s a fine looking high horse what you got in the stable  we ve a lot of starving faithful that looks tasty that looks plenty this is hungry work   take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins so you can sharpen your knife offer me my deathless death good god  let me give you my life take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins so you can sharpen your knife offer me my deathless death good god  let me give you my life   no masters or kings when the ritual begins there is no sweeter innocence than our gentle sin in the madness and soil of that sad earthly scene only then i am human only then i am clean   oh  oh amen  amen  amen   take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins and you can sharpen your knife offer me that deathless death good god  let me give you my life take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins and you can sharpen your knife offer me that deathless death good god  let me give you my life,"['stable', 'heavens', 'masters', 'disapproval', 'giggle', 'everybody', 'ritual', 'offers', 'mouthpiece', 'command', 'gentle', 'pagan', 'sick', 'sacrifice', 'shiny', 'bleak', 'sin', 'sad', 'scene', 'funeral', 'times', 'madness', 'tells', 'faithful', 'looks', 'sooner', 'offer', 'sins', 'poison', 'demands', 'meaty', 'kings', 'hungry', 'lies', 'sunlight', 'begins', 'sweeter', 'getting', 'innocence', 'knife', 'knows', 'lover', 'humor', 'tasty', 'looking', 'plenty', 'amen', 'starving', 'bedroom', 'shrine', 'absolutes', 'goddess', 'worship', 'heaven', 'drain', 'deathless', 'earthly', 'worshiped', 'sharpen']",59
199,132,Hozier,Take Me To Church,2015,     my lover s got humor she s the giggle at a funeral knows everybody s disapproval i should ve worshiped her sooner if the heavens ever did speak she s the last true mouthpiece every sunday s getting more bleak a fresh poison each week  we were born sick  you heard them say it my church offers no absolutes she tells me  worship in the bedroom  the only heaven i ll be sent to is when i m alone with you i was born sick  but i love it command me to be well   amen  amen  amen   take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins and you can sharpen your knife offer me that deathless death good god  let me give you my life take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins and you can sharpen your knife offer me that deathless death good god  let me give you my life   if i m a pagan of the good times my lover s the sunlight to keep the goddess on my side she demands a sacrifice drain the whole sea get something shiny something meaty for the main course that s a fine looking high horse what you got in the stable  we ve a lot of starving faithful that looks tasty that looks plenty this is hungry work   take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins so you can sharpen your knife offer me my deathless death good god  let me give you my life take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins so you can sharpen your knife offer me my deathless death good god  let me give you my life   no masters or kings when the ritual begins there is no sweeter innocence than our gentle sin in the madness and soil of that sad earthly scene only then i am human only then i am clean   oh  oh amen  amen  amen   take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins and you can sharpen your knife offer me that deathless death good god  let me give you my life take me to church i ll worship like a dog at the shrine of your lies i ll tell you my sins and you can sharpen your knife offer me that deathless death good god  let me give you my life,"['stable', 'heavens', 'masters', 'disapproval', 'giggle', 'everybody', 'ritual', 'offers', 'mouthpiece', 'command', 'gentle', 'pagan', 'sick', 'sacrifice', 'shiny', 'bleak', 'sin', 'sad', 'scene', 'funeral', 'times', 'madness', 'tells', 'faithful', 'looks', 'sooner', 'offer', 'sins', 'poison', 'demands', 'meaty', 'kings', 'hungry', 'lies', 'sunlight', 'begins', 'sweeter', 'getting', 'innocence', 'knife', 'knows', 'lover', 'humor', 'tasty', 'looking', 'plenty', 'amen', 'starving', 'bedroom', 'shrine', 'absolutes', 'goddess', 'worship', 'heaven', 'drain', 'deathless', 'earthly', 'worshiped', 'sharpen']",59
200,133,Idina Menzel,Let It Go,2014, the snow glows white on the mountain tonight not a footprint to be seen a kingdom of isolation and it looks like i m the queen the wind is howling like this swirling storm inside couldn t keep it in  heaven knows i ve tried   don t let them in  don t let them see be the good girl you always have to be conceal  don t feel  don t let them know well  now they know    let it go  let it go can t hold it back anymore let it go  let it go turn away and slam the door  i don t care what they re going to say let the storm rage on the cold never bothered me anyway   it s funny how some distance makes everything seem small and the fears that once controlled me can t get to me at all    it s time to see what i can do to test the limits and break through no right  no wrong  no rules for me i m free    let it go  let it go i m one with the wind and sky let it go  let it go you ll never see me cry here i stand  and here i ll stay let the storm rage on    my power flurries through the air into the ground my soul is spiraling in frozen fractals all around and one thought crystallizes like an icy blast i m never going back  the past is in the past    let it go  let it go and i ll rise like the break of dawn let it go  let it go that perfect girl is gone here i stand in the light of day let the storm rage on    the cold never bothered me anyway,"['makes', 'going', 'fears', 'controlled', 'dawn', 'glows', 'slam', 'crystallizes', 'conceal', 'fractals', 'swirling', 'perfect', 'don', 'looks', 'tonight', 'icy', 'rage', 'limits', 'bothered', 'anymore', 'flurries', 'tried', 'spiraling', 'frozen', 'blast', 'storm', 'knows', 'funny', 'queen', 'soul', 'heaven', 'cry', 'isolation', 'rules', 'kingdom', 'anyway', 'howling', 'footprint']",38
201,134,Iggy Azalea & Charli XCX,Fancy,2014, first things first  i m the realest  realest  drop this and let the whole world feel it  let  em feel it  and i m still in the murda bizness i can hold you down  like i m giving lessons in physics  right  right   you should want a bad bitch like this  huh   drop it low and pick it up just like this  yeah  cup of ace  cup of goose  cup of cris high heels  something worth a half a ticket on my wrist  on my wrist  taking all the liquor straight  never chase that  never  rooftop like we bringing  88 back  what   bring the hooks in  where the bass at  champagne spilling  you should taste that   i m so fancy  you already know i m in the fast lane  from l a  to tokyo i m so fancy  can t you taste this gold  remember my name   bout to blow oh oh oh   i said baby  i do this  i thought that you knew this can t stand no haters  and honest  the truth is that my flow retarded  each beat dear  departed swagger on stupid  i can t shop in no department and get my money on time  if they got money  decline and swear i meant that there so much that i give that line a rewind said i get my money on time  if they got money  decline i just can t worry  bout no haters  gotta stay on my grind now tell me  who that  who that  that do that  do that  put that paper over all  i thought you knew that  knew that i be that i g g y  put my name in bold i been working  i m up in here with some change to throw   i m so fancy  you already know i m in the fast lane  from l a  to tokyo i m so fancy  can t you taste this gold  remember my name   bout to blow oh oh oh   trash the hotel  let s get drunk on the minibar make the phone call  feels so good getting what i want yeah  keep on turning it up chandelier swinging  we don t give a fuck film star  yeah  i’m deluxe classic  expensive  you don t get to touch  ow    still stunting  how you love that  got the whole world asking how i does that hot girl  hands off  don t touch that look at it  i bet you wishing you could clutch that that s just the way you like it  huh  it s so good  he just wishing he could bite it  huh  never turn down nothing slayin  these hoes  gold trigger on the gun like   i m so fancy  you already know i m in the fast lane  from l a  to tokyo i m so fancy  can t you taste this gold  remember my name   bout to blow oh oh oh   who that  who that  i g g y that do that  do that  i g g y who that  who that  i g g y  blow oh oh oh  who that  who that  i g g y that do that  do that  i g g y who that  who that  i g g y  blow oh oh oh ,"['huh', 'liquor', 'chase', 'gotta', 'phone', 'don', 'goose', 'dear', 'cup', 'bite', 'worry', 'yeah', 'champagne', 'haters', 'realest', 'ticket', 'taste', 'hoes', 'i’m', 'classic', 'feels', 'swagger', 'expensive', 'bass', 'throw', 'bringing', 'wrist', 'getting', 'rooftop', 'working', 'turning', 'giving', 'department', 'departed', 'retarded', 'bitch', 'worth', 'star', 'honest', 'things', 'swear', 'trigger', 'grind', 'film', 'lane', 'deluxe', 'drunk', 'swinging', 'chandelier', 'hands', 'asking', 'bout', 'half', 'truth', 'taking', 'physics', 'heels', 'fancy', 'lessons', 'pick', 'trash', 'meant', 'decline', 'spilling', 'clutch', 'ace', 'stunting', 'wishing', 'bold', 'rewind', 'hotel', 'bet', 'stupid', 'hooks', 'fuck']",75
