,artist_id,artist,song,year,clean_lyrics,clean_unique_words,clean_unique_words_count
122,87,Drake,Controlla,2016, right  my yiy just changed you just buzzed the front gate i thank god you came how many more days could i wait  i made plans with you and i won t let  em fall through i  i  i  i  i   i think i d lie for you i think i d die for you jodeci  cry for you  do things when you want me to like controlla  controlla  yeah like controlla  controlla  yeah   okay  you like it  when i get aggressive  tell you to go slower  go faster like controlla  controlla  yeah like controlla  controlla  yeah   and i’m never on a waste ting  shawty i do it how you say you want it them girls  they just wanna take my money they don t want me to give you nothing they don t want you to have nothing they don t wanna see me find your lovin  they don t wanna see me smiling back when they pree   knowing i d lie for you thinking i d die for you jodeci  cry for you  do things when you want me to like controlla  controlla  yeah like controlla  controlla  yeah   gyal a tear off mi garments and a bawl fi come inna mi apartment  woi   di gyal dem want di length and strength action speak louder than argument well   but you can t just diss and come tell man sorry you can t listen to me talk and go tell my story  nah it don t work like that when you love somebody my old flex is my new flex now and we re workin  on it  yeah and that s why i need all the energy that you bring to me my last girl would tear me apart but she d never wanna split a ting with me   but when it comes to you  you i think i d lie for you i think i d die for you do things when you want me to like controlla  controlla  yeah like controlla  controlla  yeah   and i’m never on a waste ting shawty i do it how you say you want it them girls  they just wanna take my money they don t want me to give you nothing they don t want you to have nothing they don t wanna see me find your lovin  they don t wanna see me smiling back when they pree  jheeze     music a drop  gyal a whine up dem bumpa dis is di summa summa controlla drake from canada  beenie man from jamaica dah one yah a murda—zagga ,"['apartment', 'plans', 'things', 'waste', 'argument', 'drake', 'aggressive', 'slower', 'apart', 'dis', 'i’m', 'girls', 'don', 'split', 'faster', 'bawl', 'thank', 'wanna', 'louder', 'flex', 'knowing', 'die', 'garments', 'smiling', 'somebody', 'sorry', 'thinking', 'changed', 'comes', 'won', 'yeah', 'strength', 'whine', 'gate', 'tear', 'buzzed', 'days', 'cry', 'ting', 'okay']",40
123,87,Drake,Hotline Bling,2016, you used to call me on my you used to  you used to yeah   you used to call me on my cell phone late night when you need my love call me on my cell phone late night when you need my love and i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing   ever since i left the city  you got a reputation for yourself now everybody knows and i feel left out girl  you got me down  you got me stressed out ‘cause ever since i left the city  you started wearing less and goin  out more glasses of champagne out on the dance floor hangin  with some girls i ve never seen before   you used to call me on my cell phone late night when you need my love call me on my cell phone late night when you need my love i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing   ever since i left the city  you  you  you you and me  we just don t get along you make me feel like i did you wrong going places where you don t belong ever since i left the city  you you got exactly what you asked for running out of pages in your passport hangin  with some girls i ve never seen before   you used to call me on my cell phone late night when you need my love call me on my cell phone late night when you need my love and i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing   these days  all i do is wonder if you re bendin  over backwards for someone else wonder if you re rolling up a backwoods for someone else doing things i taught you  gettin  nasty for someone else you don t need no one else you don t need nobody else  no why you never alone  why you always touching road  used to always stay at home be a good girl  you was in the zone yeah  you should just be yourself right now  you re someone else   you used to call me on my cell phone late night when you need my love call me on my cell phone late night when you need my love and i know when that hotline bling that can only mean one thing i know when that hotline bling that can only mean one thing   ever since i left the city…  ,"['going', 'everybody', 'passport', 'late', 'things', 'touching', 'used', 'wearing', 'girls', 'phone', 'don', 'backwoods', 'doing', 'places', '‘cause', 'zone', 'running', 'stressed', 'backwards', 'city…', 'nobody', 'taught', 'asked', 'glasses', 'knows', 'nasty', 'cell', 'yeah', 'started', 'champagne', 'reputation', 'days', 'rolling', 'pages']",34
124,87,Drake,Passionfruit,2017, hold on  hold on  fuck that  fuck that shit  hold on  i got to start this mothafuckin  record over again  wait a minute  fuck that shit  still on this mothafuckin’ record  i ma play this mothafucka for y all  ayy  y’all get some more drinks goin  on  i ll sound a whole lot better    listen seein  you got ritualistic cleansin  my soul of addiction for now  cause i m fallin  apart  yeah tension between us just like picket fences you got issues that i won’t mention for now ’cause we re fallin’ apart   passionate from miles away passive with the things you say passin  up on my old ways i can t blame you  no  no passionate from miles away passive with the things you say passin  up on my old ways i can’t blame you  no  no   listen harder buildin  trust from a distance i think we should rule out commitment for now  cause we re fallin  apart leavin  you re just doing that to get even don t pick up the pieces  just leave it for now they keep fallin  apart   passionate from miles away passive with the things you say passin  up on my old ways i can t blame you  no  no passionate from miles away passive with the things you say passin  up on my old ways i can t blame you  no  no   um  trying to think of the right thing to say,"['mention', 'drinks', 'passive', 'trust', 'pick', '’cause', 'things', 'ritualistic', 'pieces', 'addiction', 'apart', 'commitment', 'miles', 'don', 'blame', 'doing', 'fences', 'picket', 'tension', 'harder', 'won’t', 'ways', 'passionate', 'issues', 'minute', 'yeah', 'can’t', 'y’all', 'soul', 'trying', 'shit', 'fuck']",32
125,87,Drake,Fake Love,2017, i ve been down so long  it look like up to me they look up to me i got fake people showin  fake love to me straight up to my face  straight up to my face i ve been down so long  it look like up to me they look up to me i got fake people showin  fake love to me straight up to my face  straight up to my face   somethin  ain t right when we talkin  somethin  ain t right when we talkin  look like you hidin  your problems really you never was solid no  you can t  son  me you won t never get to run me just when shit look out of reach i reach back like one  three like one  three  yeah   that s when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah  i know they wanna take my place i can tell that love is fake i don t trust a word you say how you wanna clique up after your mistakes  look you in the face  and it s just not the same   i ve been down so long  it look like up to me they look up to me i got fake people showin  fake love to me straight up to my face  straight up to my face i ve been down so long  it look like up to me they look up to me i got fake people showin  fake love to me straight up to my face  straight up to my face   yeah  straight up to my face  tryna play it safe vibe switch like night and day i can see it  like  right away i came up  you changed up i caught that whole play since  things never been the same   that s when they smile in my face whole time they wanna take my place whole time they wanna take my place whole time they wanna take my place yeah  i know they wanna take my place i can tell that love is fake  i can tell that love is fake  i don t trust a word you say  i don t trust a word  how you wanna clique up after your mistakes   that s just what i heard  look you in the face  and it s just not the same   i ve been down so long  it look like up to me they look up to me i got fake people showin  fake love to me straight up to my face  straight up to my face i ve been down so long  it look like up to me they look up to me i got fake people showin  fake love to me straight up to my face  straight up to my face   skrrt and more chune for your headtop so watch how you speak on my name  you know ,"['things', 'switch', 'vibe', 'don', 'clique', 'smile', 'reach', 'wanna', 'fake', 'problems', 'changed', 'won', 'yeah', 'solid', 'mistakes', 'shit', 'trust']",17
126,87,Drake,God's Plan,2018, and they wishin  and wishin  and wishin  and wishin  they wishin  on me  yuh   i been movin  calm  don t start no trouble with me tryna keep it peaceful is a struggle for me don t pull up at 6 am to cuddle with me you know how i like it when you lovin  on me i don t wanna die for them to miss me yes  i see the things that they wishin  on me hope i got some brothers that outlive me they gon  tell the story  shit was different with me   god s plan  god s plan i hold back  sometimes i won t  yuh i feel good  sometimes i don t  ayy  don t i finessed down weston road  ayy   nessed might go down a g o d   yeah  wait i go hard on southside g  yuh  wait i make sure that north side eat   and still  bad things it s a lot of bad things that they wishin  and wishin  and wishin  and wishin  they wishin  on me bad things it s a lot of bad things that they wishin  and wishin  and wishin  and wishin  they wishin  on me yuh  ayy  ayy   she say   do you love me   i tell her   only partly i only love my bed and my mama  i m sorry  fifty dub  i even got it tatted on me 81  they ll bring the crashers to the party and you know me turn the o2 into the o3  dog without 40  oli  there d be no me  magine if i never met the broskies   god s plan  god s plan i can t do this on my own  ayy  no  ayy someone watchin  this shit close  yep  close i ve been me since scarlett road  ayy  road  ayy might go down as g o d   yeah  wait i go hard on southside g  ayy  wait i make sure that north side eat  yuh   and still  bad things it s a lot of bad things that they wishin  and wishin  and wishin  and wishin  they wishin  on me  yeah  yeah bad things it s a lot of bad things that they wishin  and wishin  and wishin  and wishin  they wishin  on me  yeah,"['fifty', 'met', 'dub', 'pull', 'brothers', 'crashers', 'things', 'outlive', 'cuddle', 'finessed', 'mama', 'peaceful', 'don', 'yep', 'struggle', 'wanna', 'die', 'sorry', 'tatted', 'won', 'yeah', 'partly', 'calm', 'shit']",24
127,87,Drake,In My Feelings,2018, trap  trapmoneybenny this shit got me in my feelings gotta be real with it  yeah   kiki  do you love me  are you riding  say you ll never ever leave from beside me  cause i want ya  and i need ya and i m down for you always kb  do you love me  are you riding  say you ll never ever leave from beside me  cause i want ya  and i need ya and i m down for you always   look  the new me is really still the real me i swear you gotta feel me before they try and kill me they gotta make some choices  they runnin  out of options  cause i ve been goin  off and they don t know when it s stoppin  and when you get to toppin   i see that you ve been learnin  and when i take you shoppin   you spend it like you earned it and when you popped off on your ex he deserved it i thought you were the one from the jump that confirmed it trapmoneybenny i buy you champagne but you love some henny from the block like you jenny i know you special  girl   cause i know too many    resha  do you love me  are you riding  say you ll never ever leave from beside me  cause i want ya  and i need ya and i m down for you always j t   do you love me  are you riding  say you ll never ever leave from beside me  cause i want ya  and i need ya and i m down for you always   two bad bitches and we kissin  in the wraith kissin  kissin  in the wraith  kiss kissin  in the wraith i need that black card and the code to the safe code to the safe  code code to the safe safe i show him how that neck work fuck that netflix and chill—what s your net net net worth   cause i want ya  and i need ya and i m down for you always yeah  yeah  yeah  yeah  he bad and i m down for you always yeah  yeah  yeah  guess who s back and i m down for you always d down for you al– black biggy biggy black biggy black blake d d down for you always i got a new boy  and that nigga trade    kiki  do you love me  are you riding  say you ll never ever leave from beside me  cause i want you  and i need you and i m down for you always kb  do you love me  are you riding  say you ll never ever leave from beside me  cause i want ya  and i–   skate and smoke and rap now let me see you bring that ass  bring that ass  bring that ass back  b bring that ass  bring that ass  bring that ass back  shawty say the nigga that she with can t hit but shawty  i ma hit it  hit it like i can t miss now let me see you clap that ass  you re the only one i love clap that ass  clap clap that ass  bring that ass back  clap clap clap that ass  you re the only one i love let s go  let s go  let s go  bring that ass back    trap  trapmoneybenny this shit got me in my feelings gotta be real with it  yup blaqnmild  you a genius  you diggin  me    i don t even care  i need a photo with drake because my instagram is weak as fuck i m just being real  my shit  look –,"['deserved', 'worth', 'confirmed', 'spend', 'code', 'neck', 'genius', 'skate', 'swear', 'riding', 'net', 'drake', 'jenny', 'gotta', 'chill—what', 'feelings', 'don', 'jump', 'wraith', 'weak', 'card', 'smoke', 'kiss', 'earned', 'rap', 'ass', 'clap', 'yup', 'trap', 'choices', 'popped', 'options', 'kill', 'yeah', 'champagne', 'real', 'bitches', 'photo', 'shit', 'fuck']",40
128,87,Drake,Nice For What,2018, i wanna know who mothafuckin  representin  in here tonight hold on  hold on   i keep lettin  you back in  you back in  how can i explain myself    care for me  care for me  you said you d care for me there for me  there for me  said you d be there for me  lil weezyana shit  cry for me  cry for me  you said you d die for me  murda on the beat  give to me  give to me  why won t you live for me  care for me  care for me  i know you care for me  a song for y all to cut up to  you know   there for me  there for me  said you d be there for me  yeah  cry for me  cry for me  you said you d die for me give to me  give to me  why won t you live for me    everybody get your mothafuckin  roll on i know shorty and she doesn t want no slow song had a man last year  life goes on haven t let that thing loose  girl  in so long you ve been inside  know you like to lay low i ve been peepin  what you bringin  to the table workin  hard  girl  everything paid for first last  phone bill  car note  cable with your phone out  gotta hit them angles with your phone out  snappin  like you fabo and you showin  off  but it s alright and you showin  off  but it s alright  alright   it s a short life  yeah   care for me  care for me  you said you d care for me there for me  there for me  said you d be there for me cry for me  cry for me  you said you d die for me give to me  give to me  why won t you live for me    that s a real one in your reflection without a follow  without a mention you really pipin  up on these niggas you gotta be nice for what to these niggas    i understand  you got a hunnid bands you got a baby benz  you got some bad friends high school pics  you was even bad then you ain t stressin  off no lover in the past tense you already had them work at 8 a m   finish  round five hoes talk down  you don t see  em outside yeah  they don t really be the same offline you know dark days  you know hard times doin  overtime for the last month saturday  call the girls  get  em gassed up gotta hit the club  gotta make that ass jump gotta hit the club like you hit them mothafuckin  angles with your phone out  snappin  like you fabo and you showin  off  but it s alright and you showin  off  but it s alright  alright   it s a short life   uh huh   oh yeah   these hoes   they mad   your boy   i had   i made   watch the breakdown    care for me  care for me  you said you d care for me there for me  there for me  said you d be there for me cry for me  cry for me  you said you d die for me give to me  give to me  why won t you live for me    gotta make that jump  gotta make that  gotta  gotta make that gotta make that jump  gotta make that  gotta  gotta make that gotta  gotta  gotta g g gotta  g g gotta  gotta gotta  g g gotta  gotta  gotta make that jump  jump  let s go  bend it over  lift it up  bend it over  lift it up make that jump  jump bend it over  lift it up  bend it over  lift it up make that jump  jump bend it over  over  over  over  over  lift it up make that jump  jump bend it over  lift it up  make that jump  jump  bend it over  lift it up  make that jump  jump    that s a real one in your reflection without a follow  without a mention you really pipin  up on these niggas you gotta be nice for what to these niggas  i understand   care for me  care for me  you said you d care for me there for me  there for me  said you d be there for me give to me  give to me  why won t you live for me  cry for me  cry for me  you said you d cry for me   gotta hit the club like you hit them  hit them  hit them angles it s a short life  yeah cry for me  cry for me  you said you d die for me give to me  give to me  why won t you live for me    watch the breakdown care for me  care for me  i know you care for me there for me  there for me  said you d be there for me cry for me  cry for me  you said you d die for me give to me  give to me  why won t you live for me  care for me  care for me  i know you care for me there for me  there for me  said you d be there for me cry for me  cry for me  you said you d die for me give to me  give to me  why won t you live for me  care for me  care for me  i know you care for me there for me  there for me  said you d be there for me cry for me  cry for me  you said you d die for me give to me  give to me  why won t you live for me  care for me  care for me  i know you care for me there for me  there for me  said you d be there for me cry for me  cry for me  you said you d die for me give to me  give to me  why won t you live for me  care for me  care for me  i know you care for me there for me  there for me  said you d be there for me,"['mention', 'lift', 'everybody', 'cable', 'month', 'club', 'myself', 'goes', 'paid', 'huh', 'mad', 'reflection', 'hoes', 'slow', 'times', 'gotta', 'girls', 'phone', 'tonight', 'don', 'jump', 'breakdown', 'angles', 'alright', 'finish', 'overtime', 'gassed', 'loose', 'nice', 'ass', 'wanna', 'die', 'haven', 'lover', 'won', 'yeah', 'bend', 'bands', 'real', 'shorty', 'cry', 'cut', 'days', 'shit', 'tense', 'roll']",46
129,87,Drake,Nonstop,2018, tay keith  fuck these niggas up    look  i just flipped a switch  flipped  flipped  i don t know nobody else that s doin  this bodies start to drop  ayy  hit the floor  now they wanna know me since i hit the top  ayy this a rollie  not a stopwatch  shit don t ever stop this the flow that got the block hot  shit got super hot  ayy give me my respect  give me my respect  i just took it left like i m ambidex  bitch  i move through london with the eurostep  two  got a sneaker deal and i ain t break a sweat catch me  cause i m gone  outta there  i’m gone  how i go from 6 to 23 like i m lebron  servin  up a pack  servin  up a pack  niggas pullin  gimmicks  cause they scared to rap  ayy funny how they shook  ayy  got these niggas shook pullin  back the curtain by myself  take a look  ayy i m a bar spitta  i’m a hard hitta yeah i’m light skinned  but i m still a dark nigga i m a wig splitta  i m a tall figure i m a unforgivin  wild ass dog nigga somethin  wrong with  em  got  em all bitter i m a bill printer  i m a gravedigger yeah  i am what i am i don t have no time for no misunderstandings again   my head is spinnin   from smokin  the chicken  the bass is kickin  my head is spinnin   from smokin  the chicken  the bass is kickin  my head is spinnin   from smokin  the chicken  the bass is kickin  my head is spinnin  this a rollie  not a stopwatch  shit don t ever stop from smokin  the chicken  the bass is kickin  my head is spinnin   from smokin  the chicken  the bass is kickin  my head is spinnin   from smokin  the chicken  the bass is kickin  my head is spinnin   from smokin  the chicken  the bass is kickin  my head is–   future took the business and ran it for me i let ollie take the owl  told him brand it for me i get 2 million a pop and that’s standard for me like i went blind  dog  you gotta hand it to me  gotta gimme that shit  dog  prayed  then i prayed again  amen  lord  had a moment but it came and went  they don t love you no more  you don’t wanna play with him  nah  nah  nah  they’ll be mournin  you like 8am  r i p   pinky ring  til i get a wedding ring  whoa  yeah  love my brothers  cut  em in on anything  big slice  and you know it s king slime drizzy  damn  woo yeah  she just said i m bae  i hit the thizzle dance  mac dre shit  either hand is the upper hand  oh yeah  shit  got a bubba on my other hand  whoa  yeah  shit  yeah  this shit ain t no hundred bands  nah  nah  nah  nah  palace look like buckingham bills so big  i call  em williams  for real reasons to go crazy  got a trillion  for real they been tryin  me but i m resilient  for real i can’t go in public like civilian  for real and i hardly take offense money for revenge  man  that’s hardly an expense al haymon checks off of all of my events i like all the profit  man  i hardly do percents  i don t do that shit  a big part of me resents niggas that i knew from when i started in this shit they see what i got and  man  it s hard to be content fuck what they got goin  on  i gotta represent  ayy     my head is spinnin   from smokin  the chicken  the bass is kickin  my head is spinnin   from smokin  the chicken  the bass is kickin  my head is spinnin   from smokin  the chicken  the bass is kickin  my head is spinnin  this a rollie  not a stopwatch  shit don t ever stop from smokin  the chicken  the bass is kickin  my head is spinnin   from smokin  the chicken  the bass is kickin  my head is spinnin   from smokin  the chicken  the bass is kickin  my head is spinnin  this the flow that got the block hot  shit got super hot,"['profit', 'shook', 'hardly', 'slime', 'switch', 'resilient', 'gotta', 'expense', 'don', 'printer', 'upper', 'woo', 'standard', 'ass', 'wedding', 'lord', 'chicken', 'nobody', 'reasons', 'pack', 'pop', 'civilian', 'damn', 'funny', 'yeah', 'future', 'wig', 'stopwatch', 'blind', 'bitter', 'events', 'misunderstandings', 'palace', 'myself', 'checks', 'i’m', 'trillion', 'bass', 'rap', 'curtain', 'wanna', 'resents', 'sweat', 'started', 'offense', 'brand', 'shit', 'bitch', 'super', 'bar', 'owl', 'brothers', 'don’t', 'scared', 'percents', 'crazy', 'is–', 'gravedigger', 'skinned', 'can’t', 'that’s', 'real', 'gimmicks', 'gimme', 'cut', 'respect', 'slice', 'flipped', 'mac', 'revenge', 'prayed', 'bodies', 'sneaker', 'whoa', 'public', 'content', 'they’ll', 'amen', 'bands', '8am', 'fuck', 'bills']",82
130,88,Drake & Future,Jumpman,2016, if young metro don t trust you i m gon  shoot you yeah  yeah halloween taliban  taliban i m gon  shoot you yeah   jumpman  jumpman  jumpman  them boys up to somethin  they just spent like two or three weeks out the country them boys up to somethin   they just not just bluffin  you don t have to call  i hit my dance like usher  woo  i just found my tempo like i m dj mustard  woo  i hit that ginobili with my left hand up like woo  lobster and céline for all my babies that i miss chicken fingers  french fries for them hoes that wanna diss jumpman  jumpman  jumpman  them boys up to somethin  uh  uh  uh  i think i need some robitussin way too many questions  you must think i trust ya you searchin  for answers  i do not know nothing  woo  i see  em tweakin   they know somethin s comin   woo  jumpman  jumpman  jumpman  them boys up to somethin   woo  jumpman  jumpman  jumpman  fuck was you expecting  woo  chi town  chi town  michael jordan just had text me  woo    jumpman  jumpman  jumpman  jumpman  jumpman  jumpman i just seen the jet take off  they up to somethin  them boys just not bluffin   them boys just not bluffin  jumpman  jumpman  jumpman  them boys up to somethin  she was tryna join the team  i told her wait chicken wings and fries  we don t go on dates nobu  nobu  nobu  nobu  nobu  nobu i just threw a private dinner in l a trappin  is a hobby  that s the way for me money comin  fast  we never gettin  sleep i  i just had to buy another safe bentley spurs and phantom  jordan fadeaway   yeah  jumpman  jumpman  i don t need no introduction jumpman  jumpman  metro boomin on production  wow  hundred cousins out in memphis  they so country  wow  tell her stay the night  valet your car  come fuck me now jumpman  jumpman  live on tnt  i m flexin   woo  jumpman  jumpman  they gave me my own collection  woo  jump when i say jump  girl  can you take direction  woo  mutombo with the bitches  you keep gettin  rejected  woo    heard they came through magic city on a monday heard they had the club wild  it was star studded a bunch of girls goin  wild when your chain flooded and i had  em like wow  cup dirty   dopeman  dopeman  dopeman  dopeman  dopeman  dopeman money on the counter  choppers on the floor i just copped that tempo  dj mustard  woo  way too much codeine and adderall we just count up big racks  whoa  i know i ma get my bitch back  whoa  i count all these racks that i have on me now i ma have you like whoa chanel n°9  chanel n°5  well you got  em both   jumpman  jumpman  jumpman  them boys up to somethin  they just spent like two or three weeks out the country them boys up to somethin   they just not just bluffin  jumpman  jumpman  jumpman  them boys up to somethin ,"['chain', 'metro', 'valet', 'phantom', 'girls', 'don', 'introduction', 'woo', 'production', 'wow', 'jet', 'chicken', 'cup', 'spent', 'yeah', 'bitches', 'expecting', 'racks', 'copped', 'cousins', 'chi', 'shoot', 'hoes', 'usher', 'wanna', 'tempo', 'babies', 'flooded', 'lobster', 'threw', 'mustard', 'dinner', 'bunch', 'counter', 'trust', 'fries', 'bitch', 'star', 'join', 'club', 'collection', 'n°5', 'hobby', 'studded', 'jump', 'spurs', 'private', 'answers', 'weeks', 'text', 'boys', 'dates', 'dirty', 'whoa', 'choppers', 'codeine', 'n°9', 'magic', 'fuck', 'rejected']",60
131,89,Drake & Majid Jordan,"Hold On, We're Going Home",2014,   i got my eyes on you you re everything that i see i want your hot love and emotion endlessly i can t get over you you left your mark on me i want your hot love and emotion endlessly    cause you re a good girl and you know it you act so different around me  cause you re a good girl and you know it i know exactly who you could be   just hold on  we re going home just hold on  we re going home it s hard to do these things alone just hold on  we re going home   i got my eyes on you you re everything that i see i want your hot love and emotion endlessly i can t get over you you left your mark on me i want your hot love and emotion endlessly    cause you re a good girl and you know it you act so different around me  cause you re a good girl and you know it i know exactly who you could be   just hold on  we re going home  going home  just hold on  we re going home  going home  it s hard to do these things alone  things alone  just hold on  we re going home  going home    you re the girl  you re the one gave you everything i loved i think there s something  baby i think there s something  baby you re the girl  you re the one gave you everything i loved i think there s something  baby i think there s something  baby    cause you re a good girl and you know it you act so different around me  cause you re a good girl and you know it i know exactly who you could be   just hold on  we re going home  going home  just hold on  we re going home  going home  it s hard to do these things alone  things alone  just hold on  we re going home  going home ,"['eyes', 'emotion', 'going', 'endlessly', 'loved', 'things']",6
132,90,Drake & The Throne,Pop Style,2016, dropped outta school now we dumb rich  dumb rich  this sound like some forty three oh one shit  one shit  all my niggas wanna do is pop style  pop style  turn my birthday into a lifestyle  lifestyle    tell my mom i love her if i do not make it  do not make it  got so many chains they call me chaining tatum  they do  they do  and i like to finish what you think you started man you boys just got to hollywood  you boys just started you don t know what you just started all i do is hang with the young and heartless all this for my family  man  i try my hardest it s all i ever did and look where it got him yeah  you ve been on my mind lately you ve still got my number  girl you need to call me i feel like they wanna see me learn the hard way but you know i always handle that one my way girl let me rock  rock  rock  rock  rock your body justin timberlake and then i hit the highway i can t trust no fuckin  body they still out to get me cause they never got me   they still out to get me  i don t get it i can not be got  and that s a given give a real nigga the number one even though i got like twenty one cannot be me i m a one of one schooling your ass like 101 they been out here tryna slide on me they been out here telling lies on me everybody looking out for themself but they still got they eyes on me see me putting in the hard work now  aye momma doesn t have to call work now  aye i decide when i start work now  aye problems hit the gym  they all work out mvp  mvp  oh nine all the way to sixteen even next season looking like a breeze lot of y all ain t built for the league  yeah trade you off the team while you in your sleep  yeah y all showed me that nothing s guaranteed and you don t know what you started my friend s chain so big that he look like the artist i can t trust no fuckin  body they still out to get me cause they never got me   dropped outta school now we dumb rich  dumb rich  this sound like some forty three oh one shit  one shit  all my niggas wanna do is pop style  pop style  turn my birthday into a lifestyle  lifestyle ,"['chain', 'trust', 'nine', 'everybody', 'sixteen', 'forty', 'season', 'hang', 'decide', 'gym', 'eyes', 'aye', 'lifestyle', 'chains', 'showed', 'don', 'heartless', 'lately', 'finish', 'handle', 'guaranteed', 'momma', 'ass', 'style', 'wanna', 'mom', 'hardest', 'slide', 'dropped', 'twenty', 'pop', '101', 'lies', 'putting', 'problems', 'artist', 'friend', 'telling', 'birthday', 'looking', 'started', 'yeah', 'boys', 'given', 'real', 'league', 'dumb', 'chaining', 'schooling', 'shit', 'breeze', 'highway']",52
133,91,"Drake, WizKid & Kyla",One Dance,2016, baby  i like your style   grips on your waist  front way  back way you know that i don t play streets not safe but i never run away even when i m away oti  oti there s never much love when we go ot i pray to make it back in one piece i pray  i pray   that s why i need a one dance got a hennessy in my hand one more time  fore i go higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time  fore i go higher powers taking a hold on me   baby  i like your style   strength and guidance all that i m wishing for my friends nobody makes it from my ends i had to bust up the silence you know you gotta stick by me soon as you see the text  reply me i don t wanna spend time fighting we ve got no time   and that s why i need a one dance got a hennessy in my hand one more time  fore i go higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time  fore i go higher powers taking a hold on me   got a pretty girl and she love me long time wine it  wine it  very long time oh yeah  very long time back up  back up  back up and wine it back up  back up and wine it  girl back up  back up  back up and wine it oh yeah  very long time back  up  back up and wine it  girl   tell me i need to know  where do you wanna go  cause if you re down  i ll take it slow make you lose control where  where  where where  where  where  where oh yeah  very long time where  where  where back  up  back up and wine it  girl where  where  where  where cause if you re down back up  back up and cause if you re down back up  back up and cause if you re down back up  back up and   i need a one dance got a hennessy in my hand one more time  fore i go higher powers taking a hold on me i need a one dance got a hennessy in my hand one more time  fore i go higher powers taking a hold on me,"['fore', 'makes', 'bust', 'spend', 'fighting', 'silence', 'reply', 'streets', 'slow', 'gotta', 'pray', 'don', 'powers', 'lose', 'wine', 'higher', 'style', 'wanna', 'nobody', 'waist', 'yeah', 'wishing', 'strength', 'text', 'ends', 'taking', 'guidance', 'grips']",28
134,92,Dua Lipa,New Rules,2017, one  one  one  one  one   talkin  in my sleep at night  makin  myself crazy  out of my mind  out of my mind  wrote it down and read it out  hopin  it would save me  too many times  too many times    my love  he makes me feel like nobody else  nobody else but my love  he doesn t love me  so i tell myself  i tell myself   one  don t pick up the phone you know he s only callin   cause he s drunk and alone two  don t let him in you ll have to kick him out again three  don t be his friend you know you re gonna wake up in his bed in the morning and if you re under him  you ain t gettin  over him   i got new rules  i count  em i got new rules  i count  em i gotta tell them to myself i got new rules  i count  em i gotta tell them to myself   i keep pushin  forwards  but he keeps pullin  me backwards  nowhere to turn  no way   nowhere to turn  no  now i m standin  back from it  i finally see the pattern  i never learn  i never learn    but my love  he doesn t love me  so i tell myself  i tell myself i do  i do  i do   one  don t pick up the phone you know he s only callin   cause he s drunk and alone two  don t let him in you ll have to kick him out again three  don t be his friend you know you re gonna wake up in his bed in the morning and if you re under him  you ain t gettin  over him   i got new rules  i count  em i got new rules  i count  em i gotta tell them to myself i got new rules  i count  em i gotta tell them to myself   practice makes perfect i m still tryna learn it by heart  i got new rules  i count  em  eat  sleep  and breathe it rehearse and repeat it   cause i  i got new    one  don t pick up the phone  yeah  you know he s only callin   cause he s drunk and alone  alone  two  don t let him in  uh ooh  you ll have to kick him out again  again  three  don t be his friend you know you re gonna wake up in his bed in the morning and if you re under him  you ain t gettin  over him   i got new rules  i count  em i got new rules  i count  em  whoa ooh  whoa ooh  whoa  i gotta tell them to myself i got new rules  i count  em  baby  you know i count  em  i gotta tell them to myself   don t let him in  don t let him in don t  don t  don t  don t don t be his friend  don t be his friend don t  don t  don t  don t don t let him in  don t let him in don t  don t  don t  don t don t be his friend  don t be his friend don t  don t  don t  don t you re gettin  over him,"['makes', 'pick', 'myself', 'repeat', 'times', 'crazy', 'gotta', 'perfect', 'don', 'phone', 'keeps', 'drunk', 'whoa', 'backwards', 'gonna', 'nobody', 'wake', 'kick', 'rehearse', 'yeah', 'nowhere', 'breathe', 'rules', 'friend', 'forwards', 'ooh']",26
